power,cpu,mem
227.40, 50.25, 73.21
226.04, 44.62, 66.21
209.52, 44.69, 82.57
230.30, 44.40, 63.67
212.05, 46.13, 83.18
228.89, 50.38, 71.19
221.14, 48.97, 76.80
227.53, 45.51, 67.21
223.73, 50.38, 76.43
229.89, 50.01, 68.43
225.13, 47.94, 71.09
224.84, 47.47, 70.94
209.55, 43.16, 80.97
227.59, 49.33, 69.55
215.67, 48.38, 81.88
228.61, 46.13, 64.02
224.88, 43.83, 69.54
231.37, 46.69, 62.62
211.27, 45.57, 82.16
226.24, 50.58, 72.13
231.70, 48.13, 62.67
224.29, 48.20, 72.46
218.39, 50.09, 80.29
237.82, 50.47, 61.59
227.11, 44.91, 66.70
223.73, 43.34, 68.43
222.73, 43.31, 69.96
219.15, 46.21, 76.07
228.49, 45.35, 64.69
214.17, 45.79, 82.18
223.61, 46.91, 72.33
227.10, 47.56, 70.67
229.06, 45.51, 61.99
223.91, 45.29, 69.62
221.37, 44.76, 73.94
214.95, 49.81, 83.12
220.48, 43.96, 70.93
228.30, 47.56, 69.23
226.46, 47.79, 70.25
224.14, 50.06, 74.46
220.15, 50.75, 81.66
233.97, 49.65, 60.89
214.39, 47.79, 81.25
232.62, 45.77, 61.88
217.68, 45.63, 79.00
227.58, 48.45, 68.76
229.63, 50.16, 70.61
228.75, 47.89, 66.00
224.92, 46.44, 72.21
219.46, 45.78, 77.48
218.12, 46.23, 76.74
220.55, 45.03, 72.84
224.41, 43.56, 69.17
218.43, 48.13, 77.23
234.81, 48.61, 61.82
221.44, 44.72, 73.57
214.51, 48.73, 82.81
229.49, 47.41, 68.55
210.28, 43.62, 80.61
214.69, 46.96, 81.42
230.91, 49.07, 68.31
226.92, 45.06, 64.74
230.93, 49.17, 67.34
224.84, 48.90, 71.96
211.96, 45.25, 83.12
222.95, 50.60, 78.45
234.46, 49.74, 63.01
219.08, 45.71, 73.97
212.51, 48.69, 83.07
228.79, 49.78, 70.93
231.32, 46.85, 62.71
224.52, 45.23, 70.17
222.13, 49.81, 75.74
217.27, 46.30, 76.86
228.95, 46.10, 64.44
218.27, 44.31, 74.75
224.75, 47.61, 73.71
214.65, 45.81, 81.60
212.86, 46.84, 82.91
227.54, 46.15, 69.10
230.28, 46.76, 61.64
223.92, 49.23, 74.39
216.41, 44.77, 77.09
219.08, 49.87, 81.00
229.21, 49.65, 71.41
224.11, 45.03, 71.48
212.21, 45.44, 82.82
219.98, 49.01, 78.43
223.82, 45.50, 68.62
227.11, 45.23, 66.81
216.60, 47.84, 78.99
225.76, 45.04, 67.95
231.41, 48.32, 63.71
229.76, 49.10, 66.17
214.86, 46.89, 79.34
224.14, 43.58, 66.28
224.85, 48.26, 70.62
218.33, 48.81, 79.02
232.18, 49.18, 62.50
230.13, 48.72, 68.99
237.14, 49.13, 61.01
232.44, 48.28, 62.68
257.46, 62.91, 62.44
243.56, 52.24, 52.91
234.63, 52.67, 69.86
255.17, 61.14, 59.96
232.83, 50.67, 70.23
256.91, 65.88, 69.76
239.59, 53.08, 60.43
248.34, 54.70, 47.95
255.76, 67.48, 73.94
255.47, 59.43, 52.01
256.83, 61.14, 54.18
262.43, 63.92, 54.78
243.10, 53.78, 60.40
244.94, 49.81, 49.01
227.79, 53.28, 75.42
234.58, 54.42, 70.13
233.09, 55.71, 74.90
244.24, 52.11, 52.79
242.49, 49.43, 46.99
233.71, 54.00, 72.24
244.16, 56.28, 61.65
235.07, 55.95, 74.00
260.36, 61.60, 53.83
276.12, 69.96, 54.81
261.01, 63.51, 55.51
259.56, 65.14, 64.04
255.00, 57.77, 50.49
251.96, 60.31, 61.54
260.28, 63.02, 58.53
255.95, 59.83, 54.63
259.64, 61.01, 45.93
225.04, 50.38, 74.49
253.20, 61.65, 62.36
257.53, 59.40, 44.31
257.19, 63.25, 59.21
242.73, 52.10, 53.10
269.40, 65.83, 48.20
244.16, 52.64, 56.31
252.96, 56.33, 45.17
254.84, 63.48, 68.21
239.37, 51.75, 60.23
256.51, 59.27, 52.95
258.28, 61.44, 57.80
230.75, 50.09, 68.21
250.91, 64.56, 70.78
257.88, 59.81, 52.28
260.97, 68.64, 70.87
235.64, 58.53, 75.44
260.34, 59.19, 42.73
240.69, 49.83, 58.22
250.31, 60.12, 62.93
243.01, 47.90, 48.64
243.32, 56.01, 63.86
265.59, 66.54, 59.61
229.89, 53.03, 74.17
264.91, 63.24, 47.91
230.04, 53.08, 73.68
241.44, 61.41, 76.31
245.22, 52.56, 53.68
244.51, 61.79, 71.84
259.33, 67.86, 70.98
250.84, 65.29, 76.07
269.15, 69.53, 65.35
255.59, 63.82, 63.51
248.92, 53.93, 47.91
274.18, 68.59, 54.21
249.51, 54.37, 51.65
247.72, 63.07, 74.99
255.94, 64.74, 67.22
271.19, 69.92, 64.25
252.31, 65.49, 71.66
269.39, 66.84, 56.40
248.26, 52.55, 49.29
224.73, 51.23, 76.13
255.93, 68.81, 75.29
261.56, 70.02, 74.69
268.62, 66.49, 50.89
245.92, 48.79, 44.14
241.41, 51.46, 57.35
265.88, 64.39, 53.80
254.18, 64.71, 70.01
242.44, 52.90, 61.54
250.76, 55.12, 44.22
247.31, 60.88, 66.89
238.59, 48.80, 59.42
249.61, 54.98, 51.78
251.36, 56.97, 55.03
241.22, 57.04, 70.00
231.86, 53.45, 73.70
263.22, 60.99, 44.66
258.31, 65.58, 65.43
239.76, 52.68, 62.47
269.35, 65.47, 45.09
241.17, 49.94, 55.94
255.21, 63.52, 67.85
237.77, 53.11, 64.06
247.94, 58.40, 65.28
240.37, 49.18, 57.43
263.55, 65.07, 56.07
261.95, 66.13, 65.43
263.03, 67.48, 63.26
259.07, 59.76, 45.96
265.42, 65.76, 57.55
235.46, 54.54, 70.29
246.52, 60.91, 71.85
272.48, 68.92, 52.86
263.97, 62.00, 48.13
243.95, 50.58, 52.45
262.49, 67.40, 64.06
260.67, 67.38, 70.33
222.96, 48.68, 74.24
251.56, 54.14, 45.54
247.95, 51.60, 42.87
261.18, 62.80, 57.34
247.78, 57.31, 56.81
273.34, 68.19, 50.03
250.58, 54.17, 45.00
239.17, 48.65, 57.66
258.86, 61.27, 51.44
250.72, 55.20, 49.36
247.88, 56.92, 61.46
273.25, 67.90, 50.74
252.94, 58.86, 56.94
243.53, 52.09, 52.80
260.43, 61.36, 46.15
246.55, 54.35, 51.90
262.54, 64.91, 61.69
254.80, 65.55, 69.72
272.41, 67.54, 46.30
262.14, 62.21, 50.82
252.08, 56.03, 46.93
240.15, 58.42, 72.34
263.99, 64.93, 54.79
264.48, 65.32, 54.40
250.25, 64.52, 74.93
269.67, 65.76, 48.07
246.11, 55.68, 60.81
259.89, 61.36, 48.42
249.16, 53.94, 48.42
278.32, 68.42, 42.38
263.72, 64.49, 56.21
242.35, 57.33, 68.55
245.50, 56.97, 65.58
246.69, 51.63, 50.33
262.92, 65.53, 61.44
263.63, 64.47, 53.37
242.15, 58.51, 69.27
241.52, 58.41, 68.43
259.51, 68.57, 71.37
242.08, 51.42, 52.99
257.60, 63.93, 65.10
243.04, 54.89, 59.00
238.77, 59.96, 75.62
250.20, 64.01, 73.63
247.42, 59.20, 66.74
274.91, 67.52, 43.94
236.94, 53.82, 66.01
245.14, 57.38, 63.15
255.98, 61.92, 58.16
257.00, 65.52, 65.56
234.73, 56.48, 73.82
256.70, 67.07, 73.02
251.72, 57.06, 48.60
265.29, 69.26, 68.58
247.54, 51.90, 48.37
267.75, 66.84, 54.03
258.46, 63.32, 58.54
227.47, 50.66, 74.47
243.25, 58.15, 67.13
253.79, 59.90, 60.74
271.21, 66.73, 52.88
259.53, 60.34, 50.93
246.51, 52.12, 50.30
241.51, 52.62, 57.51
251.81, 56.26, 52.57
245.56, 51.41, 45.89
239.79, 52.54, 60.79
248.23, 53.23, 52.20
259.03, 64.00, 63.26
261.73, 61.56, 43.73
250.99, 56.42, 48.19
248.62, 62.74, 70.56
228.77, 48.52, 68.69
256.73, 58.97, 44.64
251.95, 60.60, 64.22
252.38, 56.89, 49.26
250.43, 58.10, 60.78
233.51, 51.74, 69.33
254.32, 57.66, 49.33
254.76, 66.12, 70.92
271.05, 68.45, 54.28
279.22, 68.96, 46.15
253.38, 56.36, 43.11
277.63, 69.16, 42.59
265.63, 67.38, 63.34
255.91, 65.70, 67.56
250.39, 53.58, 44.72
238.75, 56.29, 71.58
252.78, 66.38, 72.80
256.67, 62.19, 56.71
225.17, 50.91, 74.78
247.33, 53.77, 55.28
264.60, 67.75, 66.20
245.68, 55.25, 55.80
247.17, 53.55, 54.36
240.88, 51.37, 59.84
238.68, 49.95, 59.60
233.06, 52.71, 69.75
242.70, 56.37, 65.77
259.16, 63.54, 61.44
265.40, 66.34, 58.47
268.98, 64.97, 46.58
262.54, 65.94, 59.72
243.50, 54.96, 63.85
259.00, 69.45, 74.52
228.60, 50.96, 71.34
264.56, 67.24, 61.92
233.14, 52.01, 68.99
238.84, 51.44, 59.57
243.31, 55.76, 64.32
244.87, 58.12, 67.49
279.21, 69.06, 46.18
260.65, 65.63, 61.91
251.32, 59.67, 62.77
234.56, 48.31, 63.42
258.49, 60.37, 53.42
245.54, 62.75, 74.45
244.24, 60.20, 68.81
237.58, 49.01, 60.96
242.39, 56.49, 65.32
258.42, 59.52, 44.15
260.18, 67.29, 66.16
256.22, 64.05, 66.18
258.83, 58.20, 44.99
251.83, 66.36, 75.30
240.77, 51.66, 55.46
242.97, 50.41, 51.75
243.11, 48.36, 42.31
228.42, 52.45, 75.95
239.69, 58.70, 74.86
257.15, 59.79, 54.12
263.09, 62.99, 48.25
265.63, 63.60, 47.41
232.35, 50.50, 65.82
254.92, 59.93, 52.95
280.62, 69.17, 42.91
260.77, 59.43, 45.29
253.61, 57.10, 45.86
253.86, 62.50, 63.90
258.83, 62.19, 55.17
249.53, 51.80, 42.46
252.03, 65.60, 74.15
248.43, 54.00, 45.84
265.17, 67.44, 62.16
255.32, 62.38, 60.06
227.09, 50.61, 72.38
260.77, 59.96, 44.55
270.15, 65.71, 46.48
255.89, 66.19, 71.67
226.07, 51.81, 76.11
269.70, 69.84, 62.33
248.74, 58.43, 60.80
251.43, 53.61, 42.33
270.21, 66.45, 51.83
269.09, 63.94, 44.43
264.95, 62.78, 48.21
246.37, 60.14, 69.01
260.43, 68.33, 71.04
269.50, 66.58, 54.91
246.14, 52.50, 53.73
254.40, 59.60, 52.73
249.19, 54.15, 46.97
226.74, 48.13, 72.93
251.00, 61.83, 67.58
247.08, 58.91, 63.45
255.80, 61.12, 59.69
239.27, 53.21, 63.71
255.64, 59.99, 54.27
249.47, 54.20, 45.95
269.07, 64.98, 45.47
267.74, 65.28, 48.77
257.26, 58.10, 42.79
249.89, 57.64, 58.16
252.63, 65.06, 69.87
264.85, 64.52, 49.07
274.55, 66.60, 43.47
247.86, 63.54, 72.77
258.96, 64.84, 61.36
244.06, 52.87, 56.66
259.99, 64.13, 61.89
237.00, 50.46, 64.45
252.97, 63.02, 66.51
254.07, 64.41, 69.73
229.11, 51.75, 72.09
252.80, 58.21, 53.59
230.54, 49.71, 71.13
264.76, 63.13, 50.29
274.88, 67.45, 43.98
254.65, 58.10, 54.06
262.88, 65.45, 57.85
291.15, 75.74, 55.37
277.46, 68.49, 40.41
290.00, 75.92, 50.77
292.47, 76.43, 52.95
272.60, 68.68, 52.21
289.70, 72.55, 37.45
292.10, 73.59, 36.11
288.35, 73.46, 47.30
286.32, 72.69, 45.71
275.68, 68.61, 49.11
279.27, 70.43, 42.57
276.90, 69.51, 46.52
274.21, 68.93, 51.67
300.30, 77.47, 45.29
288.20, 75.83, 53.62
294.51, 75.24, 40.55
281.91, 70.54, 46.69
287.23, 73.71, 50.06
298.41, 77.99, 52.99
286.83, 73.86, 50.25
279.45, 69.60, 40.27
302.58, 77.97, 39.00
285.36, 72.50, 38.76
275.32, 69.05, 48.50
281.34, 72.75, 50.97
278.51, 68.98, 39.15
282.34, 71.81, 45.95
295.87, 76.06, 35.97
281.02, 71.77, 47.77
307.10, 80.02, 39.13
291.85, 74.23, 43.87
281.15, 70.63, 48.60
299.79, 78.94, 48.35
277.99, 71.03, 51.73
274.87, 69.74, 51.46
278.30, 70.16, 49.32
294.53, 76.37, 52.48
287.66, 72.55, 38.50
277.99, 72.20, 57.28
304.07, 78.34, 37.65
291.33, 75.94, 53.82
279.39, 72.40, 53.85
292.95, 75.15, 45.07
275.25, 70.44, 57.59
283.09, 70.82, 38.78
283.93, 73.47, 51.06
305.25, 79.85, 43.62
300.60, 78.29, 42.03
300.02, 79.49, 56.66
272.59, 69.26, 56.17
284.02, 71.05, 40.39
274.95, 70.07, 50.58
292.93, 76.58, 56.06
279.44, 69.62, 43.32
290.14, 73.44, 36.09
309.77, 79.86, 38.43
300.89, 77.60, 38.39
302.44, 79.30, 48.53
308.36, 80.07, 45.18
282.60, 73.24, 53.17
292.62, 75.49, 47.69
283.39, 73.68, 53.80
292.59, 73.98, 38.52
288.96, 75.93, 53.25
276.71, 71.29, 56.53
285.73, 72.35, 40.94
291.88, 74.55, 35.94
302.68, 78.44, 45.54
273.99, 69.00, 47.75
299.80, 78.52, 46.76
283.56, 70.87, 42.77
303.10, 79.44, 51.08
294.09, 77.29, 51.17
276.09, 69.73, 45.92
295.03, 76.72, 45.26
289.63, 73.79, 39.36
286.39, 72.02, 40.70
301.75, 78.62, 43.82
292.59, 75.97, 44.32
284.97, 70.50, 35.90
284.34, 72.22, 46.99
279.53, 72.33, 56.21
294.03, 75.65, 42.76
286.37, 74.21, 55.84
275.85, 69.30, 51.85
304.47, 79.08, 38.23
272.92, 68.50, 48.08
290.06, 73.59, 38.69
306.34, 79.86, 45.20
294.61, 76.05, 46.25
281.65, 72.90, 54.61
273.01, 69.88, 56.70
303.46, 79.61, 47.43
297.09, 75.92, 41.88
289.52, 74.63, 50.11
285.59, 71.72, 36.92
282.98, 71.54, 37.42
273.05, 69.07, 53.11
296.21, 77.82, 54.47
283.45, 72.87, 55.54
286.39, 73.47, 43.57
291.31, 76.01, 50.12
297.97, 76.45, 42.97
276.34, 69.95, 53.55
297.97, 77.44, 47.72
273.42, 70.00, 55.31
280.02, 69.11, 38.43
302.62, 78.93, 48.81
290.14, 75.23, 50.51
297.49, 76.94, 38.45
275.44, 70.81, 56.37
280.62, 69.32, 41.73
297.71, 78.36, 52.48
282.80, 71.53, 41.19
296.36, 78.95, 57.58
302.08, 78.76, 42.14
276.64, 69.69, 54.08
280.70, 70.70, 40.71
291.47, 75.93, 51.91
287.98, 72.37, 38.56
301.10, 78.62, 42.63
291.73, 75.40, 47.62
300.05, 77.33, 45.42
304.15, 79.94, 47.07
273.11, 68.81, 54.89
283.00, 71.27, 39.48
290.09, 75.68, 51.72
286.32, 73.09, 39.64
297.69, 76.67, 40.26
297.06, 76.65, 48.81
292.13, 76.19, 52.96
289.48, 75.59, 51.73
273.11, 68.72, 56.08
297.37, 76.26, 42.87
300.49, 78.21, 45.43
290.21, 74.66, 50.90
283.22, 73.83, 53.95
297.83, 78.12, 50.48
302.69, 78.33, 37.44
271.59, 69.04, 54.64
277.92, 71.25, 53.93
283.25, 71.20, 38.60
304.85, 78.99, 38.61
300.37, 79.40, 56.63
296.84, 76.40, 37.62
282.04, 71.41, 44.55
285.57, 71.93, 40.34
305.62, 78.71, 41.40
278.65, 68.67, 39.26
279.88, 71.41, 53.72
302.42, 78.82, 41.26
297.06, 75.65, 35.91
269.97, 68.62, 55.38
283.16, 72.07, 50.24
295.43, 75.29, 36.58
293.77, 74.65, 36.92
307.63, 79.59, 38.02
309.18, 79.76, 40.71
288.89, 75.77, 56.30
282.34, 72.15, 53.76
282.07, 69.88, 38.89
303.02, 79.22, 48.25
300.78, 77.38, 44.17
270.70, 68.94, 57.22
288.16, 73.68, 40.26
279.26, 70.04, 39.95
292.36, 74.67, 36.63
275.08, 69.93, 55.85
303.60, 78.53, 41.04
284.49, 72.35, 41.14
297.48, 79.14, 56.84
302.63, 77.65, 36.69
280.99, 70.43, 43.38
305.42, 79.50, 40.26
277.16, 68.93, 48.31
299.47, 78.97, 51.50
289.00, 75.48, 54.45
286.05, 74.71, 54.26
294.77, 75.86, 48.53
295.69, 76.21, 46.76
280.64, 71.75, 50.99
280.27, 69.58, 37.51
305.35, 78.89, 43.11
278.24, 69.79, 40.73
281.53, 70.17, 45.58
282.30, 70.14, 41.81
271.80, 68.49, 49.60
302.04, 80.09, 56.27
272.64, 69.39, 54.81
279.40, 71.85, 56.77
274.99, 70.11, 56.38
278.61, 68.85, 42.94
279.47, 71.00, 46.63
305.30, 78.09, 36.00
297.62, 76.77, 46.65
303.70, 77.70, 37.76
287.09, 72.62, 43.17
293.96, 74.46, 38.37
301.92, 78.37, 43.14
293.73, 74.58, 39.81
311.62, 84.64, 61.95
289.00, 77.14, 59.40
310.89, 80.62, 38.78
314.09, 82.74, 43.85
305.95, 84.55, 70.19
299.93, 78.69, 53.92
307.92, 80.59, 40.69
307.11, 81.21, 49.55
304.14, 78.26, 37.09
311.78, 82.88, 56.85
309.96, 82.27, 52.85
291.56, 77.38, 57.85
300.34, 78.65, 51.76
291.16, 80.32, 70.16
297.45, 82.51, 70.68
305.59, 78.56, 27.70
300.80, 79.40, 51.61
324.88, 84.78, 31.84
309.38, 80.59, 44.10
306.07, 78.64, 33.90
322.21, 83.20, 28.47
304.03, 81.19, 58.91
286.58, 79.56, 72.30
312.50, 82.61, 52.69
295.24, 78.03, 54.40
318.79, 85.19, 50.18
325.13, 84.62, 33.86
309.40, 81.80, 50.34
313.21, 81.65, 43.07
304.80, 82.24, 61.83
301.91, 76.73, 27.68
306.93, 82.74, 58.81
312.80, 82.29, 45.23
297.24, 76.35, 33.85
304.62, 79.18, 45.75
296.01, 76.89, 44.19
302.42, 80.22, 50.85
296.96, 82.02, 72.48
314.62, 82.39, 44.77
309.78, 82.59, 53.07
296.17, 80.11, 66.42
308.93, 81.05, 42.76
285.30, 77.65, 67.00
310.62, 80.56, 37.69
320.56, 83.72, 41.22
288.97, 76.25, 56.66
320.75, 83.05, 30.89
305.68, 82.80, 63.22
292.94, 76.77, 56.28
286.11, 76.64, 63.92
307.99, 81.78, 52.43
303.03, 77.36, 32.73
319.36, 84.86, 53.68
299.26, 79.07, 57.37
307.92, 78.75, 27.53
306.75, 79.41, 28.27
325.91, 84.86, 34.50
315.31, 81.61, 32.54
302.85, 82.93, 68.57
301.87, 78.30, 34.51
315.03, 83.01, 39.93
307.13, 83.64, 62.87
292.20, 77.45, 60.36
304.82, 84.20, 69.40
302.29, 81.16, 56.37
288.66, 78.33, 66.57
287.93, 77.21, 65.72
313.96, 81.82, 34.76
314.38, 82.40, 34.46
324.14, 84.94, 42.38
310.36, 84.36, 62.36
294.72, 75.77, 32.14
307.33, 84.40, 66.56
310.64, 85.21, 64.60
300.33, 81.28, 60.61
282.42, 76.78, 69.79
282.57, 76.36, 65.80
298.88, 76.92, 42.73
303.47, 82.90, 66.73
294.91, 75.70, 45.91
310.64, 83.44, 58.33
311.74, 83.91, 57.98
296.28, 76.69, 37.37
314.71, 81.12, 32.16
300.33, 82.01, 68.30
321.90, 84.03, 30.78
325.86, 84.84, 36.76
279.62, 76.28, 71.69
306.29, 79.59, 35.16
305.13, 80.02, 42.44
320.78, 83.82, 43.19
311.15, 80.08, 33.94
291.40, 77.30, 58.90
309.24, 81.32, 46.78
320.87, 83.43, 37.70
304.08, 77.61, 31.48
295.79, 82.70, 72.87
293.08, 77.60, 57.12
282.52, 77.62, 70.07
291.76, 76.48, 52.87
310.58, 85.13, 69.26
297.02, 77.38, 48.25
292.90, 76.37, 52.66
302.13, 79.34, 53.52
311.09, 83.24, 54.55
305.05, 80.47, 46.07
313.82, 83.47, 51.45
320.82, 84.30, 35.47
307.62, 79.96, 36.80
317.38, 82.07, 30.67
289.97, 77.41, 62.71
306.98, 79.02, 27.99
282.20, 78.29, 72.69
303.88, 80.03, 53.23
291.99, 76.92, 54.71
284.52, 76.36, 64.43
289.90, 80.66, 71.69
304.70, 83.75, 70.25
325.05, 85.27, 36.55
312.26, 83.58, 52.96
297.26, 81.59, 67.40
304.42, 82.43, 65.66
298.11, 76.23, 37.68
316.35, 83.44, 40.59
317.15, 82.67, 30.03
314.40, 82.16, 44.58
304.84, 83.09, 64.23
306.84, 78.91, 34.50
314.31, 84.45, 55.52
296.87, 77.04, 46.77
278.30, 75.66, 69.82
296.03, 82.80, 73.03
313.49, 81.61, 43.96
294.26, 79.99, 68.09
300.89, 82.47, 65.36
318.34, 84.96, 55.94
299.60, 77.98, 45.19
292.50, 77.57, 57.00
304.46, 81.06, 53.24
300.39, 78.17, 44.83
298.55, 81.93, 66.58
309.14, 80.34, 38.29
294.70, 77.36, 48.83
299.22, 75.80, 31.56
321.53, 83.80, 34.22
322.40, 85.13, 40.44
288.90, 76.27, 56.05
314.01, 83.50, 55.07
310.92, 85.39, 69.32
299.99, 76.72, 28.06
327.86, 87.72, 56.16
337.23, 90.55, 55.70
326.07, 88.74, 64.56
303.43, 87.69, 83.30
335.85, 90.32, 57.51
323.01, 89.69, 73.01
333.89, 90.93, 63.83
338.46, 91.38, 63.69
310.93, 82.58, 54.91
313.65, 87.54, 71.56
324.11, 91.65, 78.58
303.94, 86.69, 79.62
309.08, 82.16, 57.67
303.78, 86.08, 78.82
304.26, 82.13, 61.50
323.46, 87.41, 57.39
287.41, 83.11, 82.29
305.16, 84.72, 70.69
332.21, 90.13, 65.05
308.47, 85.93, 72.74
319.61, 89.75, 77.88
314.16, 87.13, 69.43
322.06, 86.33, 58.97
322.18, 86.88, 61.87
325.75, 91.49, 75.62
310.58, 86.41, 73.14
322.31, 89.56, 74.73
312.27, 84.16, 62.70
324.17, 90.10, 74.15
290.22, 82.73, 79.85
333.88, 89.38, 56.55
301.51, 85.48, 79.56
319.50, 86.86, 63.50
308.12, 86.53, 73.23
308.92, 85.77, 71.09
313.41, 84.30, 56.65
318.78, 84.77, 54.96
300.86, 85.65, 81.30
304.63, 82.65, 61.64
327.35, 87.54, 54.27
324.16, 87.02, 60.41
333.72, 90.17, 62.34
323.40, 89.18, 67.23
323.57, 86.37, 54.85
289.79, 83.08, 82.21
298.37, 83.30, 75.12
327.43, 88.84, 64.68
300.44, 83.30, 69.58
327.62, 91.17, 72.69
315.82, 89.13, 78.82
304.44, 83.38, 64.75
321.32, 90.45, 75.73
308.58, 82.30, 55.39
335.79, 90.13, 55.82
299.11, 86.02, 83.23
318.81, 86.12, 63.15
309.37, 82.77, 61.15
294.33, 83.36, 78.69
307.73, 86.98, 75.65
308.11, 84.68, 70.07
325.79, 90.02, 72.89
315.37, 86.98, 72.12
312.74, 87.83, 76.46
333.12, 90.30, 64.07
300.60, 84.74, 75.45
323.48, 89.45, 69.70
309.63, 82.71, 59.86
306.92, 87.21, 78.48
314.75, 89.18, 76.86
306.76, 86.99, 76.73
311.54, 83.50, 56.56
301.77, 84.37, 75.33
315.31, 84.47, 58.58
334.40, 90.54, 61.11
288.85, 83.06, 80.73
315.96, 86.73, 66.40
309.54, 85.48, 72.16
334.93, 90.81, 63.18
305.45, 84.22, 68.76
308.71, 83.15, 63.61
318.28, 86.98, 64.27
330.33, 89.40, 61.62
285.36, 82.26, 81.67
342.11, 91.17, 55.66
317.29, 87.09, 66.95
304.40, 84.13, 68.97
292.17, 82.97, 78.55
320.97, 86.71, 60.31
317.07, 89.70, 77.84
325.64, 91.69, 75.88
310.95, 87.36, 77.52
337.53, 91.28, 62.86
308.73, 87.30, 75.70
332.23, 89.03, 58.71
301.79, 86.01, 80.61
325.12, 90.94, 75.36
313.53, 88.06, 77.01
325.54, 87.00, 54.70
297.80, 84.15, 77.84
325.16, 88.77, 65.65
300.14, 84.42, 75.32
341.84, 91.40, 57.74
326.80, 91.57, 76.82
287.54, 83.21, 83.03
331.13, 88.39, 57.49
309.66, 88.58, 80.29
320.99, 89.01, 73.96
325.85, 88.06, 63.18
322.95, 86.86, 56.25
314.17, 84.70, 58.39
319.46, 89.19, 71.89
322.53, 85.68, 53.93
313.41, 85.54, 65.45
312.30, 89.36, 79.65
296.04, 85.57, 82.38
302.23, 85.21, 77.53
292.74, 82.80, 76.98
325.22, 91.48, 76.38
320.90, 90.58, 77.00
298.30, 82.61, 70.64
321.67, 89.89, 73.26
314.65, 89.96, 83.05
308.01, 86.05, 71.74
319.44, 86.61, 60.90
317.55, 88.02, 70.65
334.57, 90.35, 60.32
308.52, 84.21, 63.76
331.15, 89.52, 63.85
294.09, 84.16, 82.00
312.55, 87.55, 74.17
320.92, 90.52, 76.70
306.85, 85.53, 72.04
325.45, 89.97, 72.87
330.16, 87.67, 54.15
297.67, 82.66, 71.21
319.11, 85.57, 57.71
293.75, 83.25, 77.96
319.83, 86.03, 58.23
292.93, 83.54, 78.27
329.17, 90.02, 67.82
335.59, 89.73, 54.24
310.99, 89.16, 83.21
317.20, 86.17, 60.50
306.71, 88.52, 81.71
314.39, 83.87, 56.78
312.21, 87.61, 74.89
322.03, 91.36, 80.67
296.92, 84.18, 76.26
334.14, 89.50, 55.75
299.09, 82.98, 71.29
325.91, 91.63, 76.33
354.11, 98.67, 77.79
316.73, 93.71, 90.79
323.81, 96.42, 94.40
334.77, 95.78, 86.20
335.00, 96.08, 86.51
321.23, 95.48, 94.98
312.10, 94.47, 94.92
338.67, 97.14, 87.25
320.67, 92.39, 83.01
344.16, 97.39, 84.63
323.95, 91.62, 79.15
333.74, 95.48, 85.43
308.30, 90.30, 88.90
300.69, 89.71, 90.82
340.24, 95.32, 79.09
302.82, 92.10, 94.65
306.91, 91.80, 92.82
314.01, 90.75, 83.63
323.14, 91.15, 79.91
336.26, 96.26, 85.05
349.78, 97.64, 80.69
328.80, 96.02, 91.22
352.53, 96.31, 72.43
321.44, 89.62, 76.43
325.79, 95.34, 90.47
332.49, 94.93, 84.91
351.16, 96.89, 72.37
339.61, 95.91, 80.18
323.56, 90.38, 75.06
342.50, 96.47, 82.91
322.36, 95.31, 92.21
344.88, 95.28, 75.85
347.22, 97.33, 78.08
352.41, 97.37, 73.29
351.28, 96.44, 72.08
301.81, 89.76, 91.91
331.62, 92.75, 73.94
317.82, 94.83, 94.30
332.30, 95.57, 86.71
325.22, 91.08, 76.88
306.60, 92.18, 92.59
299.15, 90.34, 95.33
355.22, 97.30, 73.01
350.84, 96.83, 76.56
334.13, 93.01, 73.06
338.75, 95.64, 78.90
322.79, 92.97, 83.06
347.95, 98.45, 83.96
311.70, 93.34, 91.94
354.46, 97.24, 74.71
315.13, 92.28, 86.92
316.95, 89.74, 80.94
316.57, 93.18, 91.41
324.65, 95.23, 88.95
336.62, 92.33, 72.11
322.18, 91.43, 81.03
340.78, 96.07, 81.40
337.63, 96.15, 85.25
345.38, 98.32, 85.26
327.74, 90.91, 72.04
339.06, 97.54, 88.95
323.73, 94.22, 87.97
341.72, 98.49, 88.15
337.27, 96.35, 83.57
357.25, 97.82, 74.40
307.24, 92.74, 94.24
334.80, 96.27, 86.22
302.93, 91.86, 94.43
354.32, 96.69, 71.92
342.92, 96.81, 82.37
333.85, 94.68, 80.62
323.86, 90.65, 74.62
346.65, 96.86, 78.39
351.47, 97.55, 76.26
325.53, 95.69, 89.49
352.50, 96.06, 70.43
337.59, 94.55, 79.15
308.68, 90.11, 87.85
322.41, 91.97, 81.25
353.83, 97.19, 75.84
357.88, 97.33, 72.66
313.17, 90.47, 83.61
335.06, 93.00, 71.47
329.70, 96.78, 93.15
313.39, 93.43, 92.31
343.23, 96.31, 80.06
309.48, 89.90, 87.13
321.41, 94.77, 92.16
342.29, 94.84, 72.27
332.52, 93.64, 80.41
353.51, 98.27, 79.69
319.00, 93.72, 89.20
346.82, 96.63, 79.42
346.22, 96.19, 75.41
326.84, 92.16, 80.38
320.04, 91.08, 81.63
