power,cpu,mem
240.22,43.38,60.82
240.08,44.71,63.04
241.64,48.51,62.45
239.28,47.08,77.06
235.71,43.51,77.66
243.48,49.08,62.72
239.58,46.91,66.73
240.25,47.28,71.17
241.74,47.74,71.41
236.19,45.11,70.35
240.31,49.86,73.3
244.56,49.47,64.42
238.96,44.13,62.02
240.49,50.41,77.12
237.64,45.01,74.96
242.38,48.77,65.24
237.52,46.76,69.28
243.74,50.69,67.27
238.1,45.29,74.09
243.15,50.53,66.32
241.53,47.42,64.1
243.84,48.68,68.78
240.68,48.69,72.33
240.43,46.58,62.65
238.66,46.58,64.31
239.24,48.08,79.03
235.92,43.48,64.92
239.33,49.37,74.36
243.28,50.79,75.23
241.86,46.56,63.9
256.9,58.18,60.06
255.42,56.07,57.11
281.7,68.93,56.11
272.65,66.94,67.08
264.03,62.34,60.35
273.68,68.9,65.57
249.62,50.54,55.7
260.05,60.22,66.09
246.44,48.1,54.74
269.98,63.39,53.13
252.83,53.44,56.62
253.06,56.35,61.97
257.63,56.27,56.42
256.17,56.43,60.17
246.34,50.98,61.64
277.89,68.32,62.88
254.58,56.32,54.29
252.96,56.33,64.85
246.13,49.99,57
273.61,67.15,61.47
245.65,50.54,61.24
273.24,67.6,56.02
244.15,50.54,58.01
252.81,53.51,56.31
248.82,52.82,63.16
270.69,66.03,54.13
261.44,60.74,55.95
280.48,69.97,58.25
244.72,48.9,60.59
246.11,49.55,65.68
269.06,65.6,55
262.08,62.97,65.77
258.05,57.19,61.02
247.35,52.79,53.56
272.55,68.15,63.62
243.71,50.88,60.6
266.37,61.87,59.47
268.71,63.38,55.11
273.92,66.51,65.55
249.04,52.25,55.69
251.02,54.43,52.53
273.87,68.59,65.91
251.3,56.9,62.58
248.63,54.12,64.85
258.98,57.74,59.5
256.22,58.75,52.69
259.11,60.34,53.2
255.93,59.2,66.43
245.53,48.72,56
277.71,68,63.67
277.17,69.04,66.35
247.22,53.26,63.86
242.36,48.94,65.6
255.41,58.02,60.91
240.98,47.99,59.26
273.33,67.37,54.6
253.2,57.06,59.22
271.33,64.37,54.98
258.19,60.3,58.08
260.67,59.04,58.86
271.55,67.14,56.76
265.35,61.97,53.67
247.33,49.91,52.96
253.52,58.35,66.36
242.23,49.38,65.92
262.64,60.34,57.6
249.19,53.32,62.39
264.65,64.81,67.22
267.73,62.86,56.88
256.4,59.36,65.48
269.34,64.25,66.71
269.01,63.17,53.88
255.43,54.57,52.8
249.13,54.3,65.12
269.91,64.94,53.45
270.55,63.77,53.28
283.54,70.08,57.19
269.79,65.57,60.11
243.5,47.86,53.5
259.83,59.6,55.82
261.02,59.86,52.88
267.87,63.92,56.62
255.8,57.71,58.5
256.88,59.12,55.91
265.18,62.24,52.74
250.09,52.84,61.61
252.01,54.33,62.5
246.26,48.53,62.32
268.39,64.76,63.73
262.27,60.41,52.66
259.18,60.32,57.83
244.6,49.41,65.95
267.62,63.85,59.42
254.34,57.19,56.14
246,51.92,61.31
249.99,52.81,60.19
267.41,64.25,55.82
266.37,64.85,60.14
246.93,49.77,63.55
277.18,69.98,63.68
256.1,55.41,55.36
256.01,55.59,55.61
246.88,50.2,57.83
252.72,56.75,56.14
256.26,57.93,65.29
263.26,61.29,59.52
267.37,63.15,64.39
250.44,55.33,65.11
261.84,60.04,62.52
249.61,54.36,53.44
243.89,50.13,57.63
281.78,70.02,63.51
257.99,58.12,65.63
262.41,59.31,54.53
256.31,57.98,59.79
269.24,64.55,67.2
244.98,50.73,57.92
276.79,69.95,64.09
262.83,60.93,64.6
275.17,67.72,57.9
253.06,56.91,56.7
280.14,69.03,52.38
246.46,49.58,60.36
263.42,60.86,53.4
266.39,64.29,63.21
260.06,62.11,66.66
280.43,69.58,55.27
262.18,62.29,56.97
251.02,53.2,64.14
247.55,53.87,63.19
247.5,51.82,55.69
272.99,66.93,62.56
272.2,65.3,59.26
252.1,54.37,55.76
268.24,65.31,55.59
256.67,59.28,63
272.6,68.26,66.78
253.63,55.61,56.16
245.31,53.3,67.11
246.64,52.51,62.13
262.96,61.11,65.75
251.33,55.39,55.37
261.32,61.56,59.84
243.21,50.76,63.71
274.54,68.29,62.52
265.17,63.7,57.71
257.13,60.09,61.43
271.65,67.58,63.56
248.48,53.79,54.46
254.52,55.16,63.31
255.96,56.12,60.84
249.44,53.69,59.95
257.49,57.84,60.64
279.5,69.53,65.76
265.47,64.46,64.56
255.75,56.88,61.87
261.37,61,65.05
276.46,67.79,56.58
257.48,57.35,64.12
248.33,49.86,54.81
263.79,62.67,57.54
273.78,65.44,56.6
276.77,69.43,63.7
254.4,56.16,55.32
255.12,57.81,53.56
259.81,59.25,55.92
266.27,65.26,64.07
267.47,64.33,62.17
281.69,69.11,53.55
269.44,66.34,65.53
259.72,58.84,55.53
250.41,53.67,59.26
253.86,54.6,52.54
279.11,69.98,65.93
265.28,62.87,65.43
274.11,66.69,56.04
256.13,54.96,52.96
250.43,52.87,62.47
250.62,54.41,59.06
267.55,64.29,57.36
259.83,60.82,57.06
254.27,57.22,58.58
244,51.02,60.53
250.4,54.54,67.26
252.38,57.26,62.78
264.79,61.43,55.96
253.11,58.31,65.44
263.1,60.93,60.77
263.89,61.79,61.14
260.8,61.85,65.27
254.82,58.31,64.85
267.32,64.92,65.07
263.18,61.44,59.61
268.13,63.36,61.97
256.43,59.01,64.39
248.94,55.44,65.83
275.24,68.84,63.18
243,48.05,54.23
267.73,64.05,62.04
272.17,66.63,58.37
246.25,50.52,63.43
261.44,59.89,58.81
244.73,48.21,60.34
264.51,63.43,66.15
275.04,68.36,61.27
263.96,63.25,63.54
244.6,51.28,59.38
256.53,57.78,59.36
246.52,49.04,62.87
271.13,65.27,63.18
267.15,63.64,64.81
244.81,50.81,59.7
264.51,61.69,63.19
246.64,49.47,57.63
244.86,50.65,64.3
250.75,54.19,57.3
266.48,65.08,61.57
249.32,51.43,60.6
252.57,56.79,61.06
269.36,66.57,63.5
269.64,63.59,58.98
247.05,51.18,63.3
247.07,51.75,63.54
275.15,67.41,55.96
264.39,63.47,65.73
250.55,52.42,52.6
258.38,57.62,61.73
255.73,58.1,63.26
262.78,61.15,52.89
253.89,56.5,64.26
265.55,62.65,61.84
240.83,48.18,61.48
270.32,63.85,54.5
262.9,62.87,59.68
247.65,52.19,66.25
243.59,48.43,64.22
257.94,56.87,55.81
273.21,65.95,54.12
242.85,47.8,65.29
246.26,50.42,54.3
248.41,51.65,56.32
256.42,59.18,59.01
275.54,68.16,64.52
246.36,51.66,61.05
280.96,68.59,54.21
251.87,57.29,65.59
261.93,59.37,59.61
248.9,50.32,54.5
241.22,49.2,66.76
281.52,69.27,58.41
250.06,56.02,64.75
266.45,61.53,53.43
265.68,64.72,65.41
276.06,67.48,56.88
258.19,57.81,57.53
247.69,52.71,63.88
252.87,55.88,66.95
244.72,48.66,54.9
265.62,63.27,61.18
252.5,55.88,53.13
242.55,50.35,63.15
261.14,59.23,62.17
258.36,59.73,54.03
254.36,56.03,56.29
256.14,58.11,57.1
246.38,50.77,58.84
258.1,59.89,62.46
253.13,58.28,65.11
242.65,48.13,52.5
272.34,66.46,55.36
255.01,57.47,66.16
263.86,63.5,57.98
257.43,58.49,67
279.28,69.73,61.8
260.11,62.08,65.44
272.31,65.7,61.99
242.49,48.3,58.83
255.85,57.96,65.74
281.89,69.88,57.04
245.59,50.37,66.89
265.29,63.38,61.55
271.53,66.27,58.99
255.08,57.74,66.03
256.79,59.2,56.92
269.73,66.69,62.9
261.82,60.44,58.64
266.85,62.71,53.3
247.72,51.35,57.91
263.99,60.75,55.2
256.52,58.01,64.59
246.12,52.52,64.79
265.2,64.68,62.75
256.76,56.57,52.82
242.2,48.84,58.25
250.66,52.07,55.57
269.71,66.86,66.96
265.48,63.91,64.22
267.28,65.6,63.49
259.07,57.9,53.29
266.54,61.73,56.29
277.15,68.51,54.55
281.15,70.47,46.81
292.58,73.45,45.01
279.42,68.81,40.7
301.24,78.33,54.43
302.04,77.37,39.87
288.46,72.68,43.23
285.79,70.31,42.07
280.99,69.08,44.41
303.07,78.45,45.37
303.79,79.1,54.84
280.16,68.23,55.73
288.19,73.08,50.76
281.01,68.83,43.71
300.74,76.73,41.27
288.89,72.45,47.12
281.25,69.82,41.03
280.48,69.16,38.74
310.12,79.75,43.8
308.7,79.51,51.24
309.58,79.79,45.75
292.56,75.1,52.9
307.36,78.05,36.53
280.96,69.52,55.18
294.05,75.74,57.12
289.3,73.54,36.55
290.77,73.5,36.31
284.64,71.67,36.03
296.51,74.97,44.21
304.24,79.51,53.14
298.92,76.85,51.37
307.55,79.18,44.25
297.85,75.66,50.46
281.85,68.64,47.71
287.2,72,51.34
300.8,77.32,50.11
281.09,68.29,48.69
306.81,78.85,45.05
309.29,78.57,39.76
276.67,68.74,54.02
296.71,75.25,36.49
300.27,76.62,41.36
293.32,75.7,57.56
304.64,77.21,43.89
309.16,78.84,45.62
292.09,73.28,39.41
294.91,74.23,52.85
306.65,79.06,53.34
281.39,69.24,46.57
292.47,74.67,47.65
291.44,74.3,42.36
306.51,78.54,55.21
305.77,78.45,43.29
289.75,72.22,46.31
310.54,79.75,35.87
279.64,69.97,57.41
279.23,68.89,39.7
299.48,77.37,48.3
291.72,73.9,50.78
293.03,75.63,53.09
293.99,74.1,38.24
288.34,73.78,49.94
301.6,77.25,53.73
281.74,70.84,54.9
289.66,73.19,39.67
288.31,71.06,37.45
290.46,72.97,48.88
279.38,68.79,53.78
288.3,70.91,38
290.8,72.96,41.18
282.71,70.55,43.38
282.18,70.52,40.24
291.05,72.56,40.77
303.6,78.63,40.17
301.14,76.5,45.09
299.16,75.35,45.7
283.41,70,37.24
277.02,68.54,47.47
283.37,69.93,50.28
294.25,73.83,46.05
283.49,69.45,40.5
304.09,78.54,40.2
294.33,73.31,41.65
293.89,74.91,50.96
286.17,72.31,53.33
287.16,71.04,47.97
283.99,69.75,36.68
291.57,73.06,47.22
287.81,71.9,46.55
301.58,77.43,52.74
288.33,71.47,42.05
300.55,76.91,41.39
282.32,70.15,41.75
301.16,77.94,40.05
292.54,74.13,48.58
304.99,78.4,52.34
295.19,75.92,56.43
308.42,78.6,47.35
302.6,76.73,50.37
300.36,77.6,43.53
306.51,78.62,52.04
309.16,78.96,38.12
283.05,71.14,49.99
292.7,73.86,46.36
293.06,75.51,49.65
307.08,79.93,45.82
294.25,75.8,53.22
311.43,79.68,40.56
301,77.62,42.48
284.43,71.11,51.93
305.93,79.54,46.49
308.38,79.44,48.16
277.9,68.47,40.71
289.75,73.6,38.44
288.44,71.39,47.4
286.47,71.99,57.33
303.45,76.73,40.84
298.13,77.46,56.65
290.89,73.49,49.67
307.42,78.98,53.29
290.55,73.46,45.24
305.28,79.42,45.82
280.89,69.93,45.33
280.41,68.62,55.97
280.84,70.12,50.22
293.78,73.47,36.77
286.92,71.39,40.66
292.87,74.72,52.41
285.27,70.66,53.89
277.53,68.55,54.82
290.9,72.56,49.65
290.16,74.27,53.06
279.53,68.65,42.1
307.93,78.33,40.87
294.02,74.08,53.1
286.33,70.67,47.53
291.3,73.82,49.23
304.74,78.52,47.84
300.73,77.37,55.64
283.98,69.83,48.57
285.64,72,38.92
293.26,74.61,35.94
303.2,77.06,50.94
308.56,79.83,49.01
308.96,79.88,36.18
284.51,71.94,54.29
291.46,72.42,43.99
300.56,76.2,36.03
297.2,75.74,48.16
299.63,77.01,40.74
282.78,70.22,38.84
283.03,68.93,48.26
298.46,75.91,41.29
304.85,79.3,54.48
287.63,71.39,51.49
281.02,69.75,54.15
304.97,78.64,42.03
304.77,78.33,51.66
305.38,78.93,49.34
293.41,73.54,45.02
302.92,78.27,39.42
282.5,69.3,42.68
290.33,73.59,48.82
280.98,69.24,51.83
283.56,71.35,48.9
296.73,75.54,43.5
284.82,70.65,35.9
281.06,68.78,41.66
305.54,78.02,42.63
283.03,70.39,37.85
308.75,79.96,50.44
302.64,77.28,49.2
293.88,75.51,49.86
287.13,70.92,49.83
285.1,71.93,38.75
306.72,79.17,57.16
294.27,75.51,41.61
306.04,79.54,51.01
303.66,78.54,46.83
309.09,79.58,38.46
297.65,75.59,41.76
295.21,75.2,37.14
290.51,72.08,47.34
293.42,73.11,36.2
286.46,70.57,37.56
296.06,75,54.75
296.72,75.95,53.26
304.43,77.83,43.67
294.9,74.31,53.21
303.32,76.96,49.81
290.42,73.57,56.25
292.8,73.19,39.39
292.75,73.51,57.12
303.08,77.35,53.24
287.43,71.33,39.02
290.93,73.25,41.75
301.46,77.1,48.82
288.31,71.69,46.46
280.04,68.53,45.38
283.27,71.18,42.54
317.66,82.18,32.93
312.4,81.33,40.82
318.68,83.88,52.57
315.32,81.62,43.21
301.99,78.65,64.78
315.77,82.1,67.86
315.04,82.07,30.79
303.42,77.2,31.36
305.95,78.01,32.71
301.08,76.21,38
314.04,82.04,68.69
306.38,80.36,55.52
325.92,85.25,50.09
295.19,76.5,72.99
302.34,78.68,66.88
311.68,80.29,60.03
309.99,78.74,41.66
313.13,80.67,47.16
317.37,84.71,70.99
307.71,79.51,67.65
307.93,78.78,32.19
319.24,81.64,34.61
300.52,75.65,46.93
299.72,76.72,64.51
309.85,79.55,37.96
312.86,82.73,60.37
321.95,83.73,64.79
313.46,80.75,59.43
314.79,81.16,40.44
300.82,78.3,60.88
296.02,76.05,63.94
308.68,79.63,41.9
315.11,84.29,71.04
329.81,85.24,47.89
299.9,76.86,37.77
317.89,82.73,33.17
329.56,84.95,45.74
319.63,84.32,69.28
324.14,84.39,35.79
302.75,76.19,34.09
311.07,79.63,42.98
316.48,82.96,69.24
319.66,83.05,50.47
299.07,76.89,28.88
308.8,79.2,38.41
328.75,84.87,49.43
298.03,75.66,34.56
304.04,78.22,53.03
303.35,78.95,58.82
303.82,78.03,58.21
316.28,81.66,32.64
315.91,81.92,38.41
296.58,76.35,54.07
299.56,76.12,37.9
316.02,82.59,49.8
301.51,76.33,53.51
304.2,78.9,43.61
316.66,82.54,61.21
314.38,81.74,55.37
300.73,77.35,58.05
321.47,84.75,67.45
301.43,76.58,45.02
300.09,78.33,71.15
303.96,78.15,64.1
315.91,82.18,50.85
303.66,78.6,65
311.64,81.54,40.59
301.36,77.36,66.99
307.51,79.25,31.86
306.77,79.68,29.93
299.59,76.14,61.06
320.59,82.79,47.09
310.72,80.49,55.1
312.93,80.51,38.39
319.2,83.22,54.29
322.18,82.46,32.28
318.02,83.67,66.76
296.62,76.79,70.82
320.41,83.02,44.16
320.06,83.01,28.29
303.04,76.41,33.35
298.02,75.74,59
299.06,77.59,53.5
305.84,77.67,34.54
303.54,78.9,57.39
320.54,83.75,67.7
309.37,79.29,37.73
320.55,83.71,32.64
305.61,79.07,52.79
301.99,77.18,45.19
314.95,81.18,54.87
301.28,78.38,64.16
319.92,83.66,27.68
308.58,78.85,29.43
316.39,81.81,38.39
296.94,76.58,69.14
311.45,81.39,59.46
317.81,83.33,37.84
308.34,78.97,50.41
301.52,77.02,46.94
312.24,80.39,58.18
298.83,76.52,49.79
308.83,79.41,57.95
324.88,84.96,51.15
312.91,79.83,29.18
314.67,80.7,39.23
300.78,76.4,39.67
306.93,79.34,62.24
301.59,76.81,56.58
310.16,79.98,41.59
320.33,82.92,57.43
313.88,83.35,70.54
312.99,81.73,40.05
305.78,77.72,30.73
316.66,82.59,48.77
321.07,82.61,34.92
298.2,76.99,67.61
319.68,81.83,29.19
310.05,78.73,28.78
326.55,85.15,33.02
304.51,78.02,47.86
311.61,80.37,47.45
312.74,81.81,49.56
313.4,81.14,47.33
296.04,76.71,58.13
297.3,76.59,49.91
306.79,79.79,41.37
318.46,82.13,39.32
301.06,77.03,38.77
315.23,83.55,69
299.06,77.59,69.19
323.67,83.93,50.06
302.82,77.61,59.62
325.19,83.78,50.18
316.82,82.82,57.24
299.41,76.41,60.45
314.6,81,41.55
301.7,76.11,35.78
298.74,77.23,39.85
311.26,80.16,55.91
304.32,78.38,64.3
319.6,81.98,39.59
301.4,77.63,67.21
319.55,83.21,56.47
325.68,85.05,38.37
295.18,77.08,69.31
305.56,78.09,55.42
298.67,75.64,44.34
323.96,83.29,29.45
295.18,76.41,71.89
319.45,83.53,56.56
339.78,90.02,54.37
310.77,82.21,59.47
313.98,84.1,73.14
333.67,89.38,73.66
329.14,87.19,61.17
339.89,89.88,70.13
315.99,84.13,74.87
341.67,89.99,54.81
329.09,86.96,67.94
323.67,85.83,69.31
342.14,91.23,76.55
317.06,83.09,69.22
329.27,88.01,72.49
339.6,91.27,81.21
344.99,89.78,60.43
321.62,84.03,57.15
333.1,87.09,59.14
325.8,87.53,74.56
341.17,89.49,56.81
330.64,87.88,57.76
335.95,86.97,56.37
340.42,89.92,59.31
348.99,90.73,57.6
335.02,89.34,79.82
315.61,83.98,74.66
313.78,82.66,77.75
336.26,90.09,75.12
320.64,84.36,77.37
337.16,89.7,82.87
340.98,89.84,62.39
338.85,89.73,56.12
306.81,82.28,79.11
328.45,87.21,78.87
322.09,84.23,55.72
318.86,83.3,53.99
323.21,86.31,74.47
322.29,84.19,58.34
328.54,88.01,78.07
342.32,91.26,70.54
321.7,84.41,57.08
340.32,90.16,69.02
323.1,87.62,81.84
332.66,88.39,72.3
337.28,90.69,75.47
330.77,87.13,65.52
321.79,84.57,57.53
347.92,91.36,56.66
315.63,82.12,54.65
329.97,87.06,57.08
328.1,86.84,66.39
338.6,89.1,57.01
315.95,82.45,63.82
335.11,87.7,71.61
319.23,85.32,82.25
328.87,87.48,65.98
331.32,85.98,56.46
313.3,82.22,54.93
336.8,88.53,58.22
347.3,90.98,62.3
339.74,90.8,73.88
352.25,91.22,55.41
322.13,85.87,77.58
326.85,85,58.23
332.26,89.32,80.9
313.4,84.94,82.37
308.54,82.9,78.36
340.12,89.72,65.99
332.89,86.44,57.91
324.23,87.5,82.5
340.96,90.13,76.51
349.74,91.34,61.09
315.62,82.23,60.7
330.06,86,59.99
325.72,86.82,65.85
313.63,84.34,78.04
313.85,83.62,77.99
334.36,87.14,63.88
334.43,87.99,75.71
319.15,85.24,76.37
318.63,83.16,70.82
320.59,85.34,79.11
345.99,90.97,60.07
324.77,86.91,81.91
311.88,83.7,75.48
324.83,86.36,62.48
314.27,82.82,81.92
310.53,82.69,73.63
307.93,82.32,81.78
338.32,88.1,59.87
323.28,84.15,54.14
333.6,88.03,63.92
317.99,82.31,55.27
310.41,83.88,79.26
319.49,83.22,70.48
318.26,83.44,72.78
326.36,85.25,64.25
314.76,82.16,64.28
325.54,87.11,76.01
341.59,90.81,62.6
315.97,83.37,73.35
340.34,91.39,80.41
323.73,86.98,79.69
314.24,82.45,56.85
326.18,84.92,61.57
326.77,84.81,60.42
320.09,84.78,75.09
335.97,88.37,64.7
324.57,85.04,57.75
338.46,89.4,80.16
314.38,82.55,55.52
323.69,85.54,74.84
340.97,90.42,70.53
342.33,89.22,57.96
333.47,87.99,79.72
328.88,87.42,59.35
327.48,85.35,61.65
341.08,91.43,73.62
320.72,83.65,62.41
337.86,89.62,61.83
338.24,89.98,78.19
313.33,84.05,76.64
320.02,83.7,60.67
344.7,90.45,60.54
331.04,86.18,59.06
340.14,89.49,57.18
341.16,88.29,53.81
353.5,91.67,53.95
336.13,89.96,82.56
315.71,83.8,73.25
327.98,86.51,77.32
328.8,86.62,53.72
319.04,83.76,75.31
320.39,85.02,79.48
316.37,83.95,68.09
327.34,88.11,74.98
331.08,87.22,64.52
324.47,85.22,59.2
319.06,83.19,65.3
336.1,88.48,60.83
329.46,88.58,74.8
341.78,90.11,73.42
325.74,87.13,82.81
317.33,84.18,72.26
333.79,87.48,72.21
335.12,88.76,55.35
317.17,84.98,79.64
349.23,90.75,58.91
332.19,87.26,64.7
307.43,82.45,80.93
352.11,94.63,94.33
362.96,95.1,75.13
336.7,89.62,83.22
344.11,91.37,71.39
342.89,93.65,92.61
366.01,95.9,74.8
354.84,94.82,79.15
347.76,92.57,80.71
371.83,98.16,75.42
339.62,91.26,87.13
363.01,98.22,93.2
362.64,96.47,91.33
349.74,94.09,91.13
336.39,91.01,93.53
365.58,97.01,73.51
353.43,94.36,91.82
343.17,91.94,92.21
336.57,90.57,75.37
360.25,94.67,70.54
367.36,95.71,73.78
368.87,98.34,88.28
348.69,93.87,87.56
351.33,95.8,93.16
371.22,97.94,72.34
370.35,97.34,83.91
356.38,95.12,79.85
355.95,95.97,92.83
355.36,94.98,73.58
350.82,93.99,76.16
365.47,96.06,82
369.49,98.46,83.36
359.16,95.82,80.48
344.04,92.66,89.38
329.66,90.01,95.55
373.36,98.22,79.84
350.25,93.98,87.06
372.84,98.36,71.09
350.83,92.6,77.44
374.89,98.39,75.79
353.99,93,78.44
346.99,91.12,73.07
344.67,92.84,93.23
336.4,90.29,72.22
364.59,96.64,79.04
375.55,98.29,78.73
336.85,90.83,76.78
356.53,94.55,71.82
348.5,93.82,95.59
329.14,89.56,90.35
356.2,96.77,93.3
357.75,95.25,71.89
374.53,98.45,77.24
361.12,95.79,71.53
356.58,95.12,84.59
360.89,95.77,89.42
345.57,94.2,92.41
352.49,92.97,79.53
340.67,91.61,85.07
347.18,92.79,86.17
340.07,90.94,78.8
339.43,92.49,87.46
366.01,96.52,70.58
363.26,96.87,90.28
344.72,91.21,75.38
351.78,93.18,84.66
352.61,93.72,71.87
353.62,93.31,78.01
369.87,98.4,77.78
342.56,90.94,80.33
353,94.03,82.23
329.4,89.89,86.29
338.77,91.07,87.91
342.11,93.27,90.19
342.41,91.06,86.16
352.6,94.1,91.7
337.85,91.64,88.11
370.6,97.99,88.8
339.34,92.35,87.25
365.45,95.85,74.22
368.28,97.26,71.55
364.94,97.78,88.35
337.32,90.02,86.18
378.57,98.48,75.24
345.29,90.95,74.45
373.62,98.48,84.44
363.35,96.96,92.9
363.56,95.45,74.74
357.68,96.96,94.14
357.83,96.53,94.34
361.64,94.77,72.79
339.12,90.89,76.63
358,95.43,93.76
343.58,91.44,81.04
346.1,91.49,74.62
362.97,96.8,81.47
339.82,91.6,79.46
347.24,92.14,78.58
343.58,90.77,76.11
351.46,92.9,75.67
336.17,89.56,84.22
